roll_no,full_name,department_code,course_codes,needs_accessible_seat,email,date_of_birth
MCD25028,Ibrahim Wang,MCD,MCD-101;MCD-102;MCD-103,no,ibrahim.wang28@example.com,2005-12-19
MCD25029,Elif Suzuki,MCD,MCD-101;MCD-102;MCD-103,no,elif.suzuki29@example.com,2006-01-09
MCD25030,Jae Varga,MCD,MCD-101;MCD-102;MCD-103,no,jae.varga30@example.com,2006-01-08
MCD25031,Arjun Silva,MCD,MCD-101;MCD-102;MCD-103,no,arjun.silva31@example.com,2005-05-30
MCD25032,Arjun Hoang,MCD,MCD-101;MCD-102;MCD-103,no,arjun.hoang32@example.com,2006-10-21
MCD25033,Caleb Mensah,MCD,MCD-101;MCD-102;MCD-103,no,caleb.mensah33@example.com,2006-02-21
MCD25034,Naveen Sen,MCD,MCD-101;MCD-102;MCD-103,no,naveen.sen34@example.com,2004-10-13
MCD25035,Paulo Adeyemi,MCD,MCD-101;MCD-102;MCD-103,no,paulo.adeyemi35@example.com,2004-01-29
MCD25036,Noah Chandra,MCD,MCD-101;MCD-102;MCD-103,no,noah.chandra36@example.com,2004-12-04
MCD25037,Alejandro Fonseca,MCD,MCD-101;MCD-102;MCD-103,no,alejandro.fonseca37@example.com,2004-07-30
MCD25038,Lucia Wagner,MCD,MCD-101;MCD-102;MCD-103,no,lucia.wagner38@example.com,2006-01-22
MCD25039,Jae Alvarez,MCD,MCD-101;MCD-102;MCD-103,no,jae.alvarez39@example.com,2006-02-06
MCD25040,Fatima Zhang,MCD,MCD-101;MCD-102;MCD-103,no,fatima.zhang40@example.com,2004-05-05
MCD25041,Imani Iyer,MCD,MCD-101;MCD-102;MCD-103,no,imani.iyer41@example.com,2006-08-03
MCD25042,Leila Schmidt,MCD,MCD-101;MCD-102;MCD-103,no,leila.schmidt42@example.com,2005-08-12
MCD25043,Mateo Lopez,MCD,MCD-101;MCD-102;MCD-103,no,mateo.lopez43@example.com,2006-02-17
MCD25044,Liam Kumar,MCD,MCD-101;MCD-102;MCD-103,no,liam.kumar44@example.com,2004-04-01
MCD25045,Rahul Castillo,MCD,MCD-101;MCD-102;MCD-103,no,rahul.castillo45@example.com,2004-09-29
MCD25046,Emeka Kumar,MCD,MCD-101;MCD-102;MCD-103,no,emeka.kumar46@example.com,2006-11-25
MCD25047,Tariq Rao,MCD,MCD-101;MCD-102;MCD-103,no,tariq.rao47@example.com,2006-08-07
MCD25048,Fatima Castillo,MCD,MCD-101;MCD-102;MCD-103,no,fatima.castillo48@example.com,2006-12-27
MCD25049,Jae Walsh,MCD,MCD-101;MCD-102;MCD-103,no,jae.walsh49@example.com,2004-11-28
MCD25051,Hiro Kumar,MCD,MCD-101;MCD-102;MCD-103,no,hiro.kumar51@example.com,2004-10-30
MCD25052,Aiko Sokolov,MCD,MCD-101;MCD-102;MCD-103,no,aiko.sokolov52@example.com,2006-09-04
MCD25053,Diego Walsh,MCD,MCD-101;MCD-102;MCD-103,no,diego.walsh53@example.com,2005-06-05
MCD25054,Hannah Jansen,MCD,MCD-101;MCD-102;MCD-103,no,hannah.jansen54@example.com,2006-05-17
MCD25055,David Tanaka,MCD,MCD-101;MCD-102;MCD-103,no,david.tanaka55@example.com,2005-01-02
MCD25056,Ibrahim Okafor,MCD,MCD-101;MCD-102;MCD-103,no,ibrahim.okafor56@example.com,2005-12-12
MCD25057,Javier Park,MCD,MCD-101;MCD-102;MCD-103,no,javier.park57@example.com,2006-03-17
MCD25058,Leon Nakamura,MCD,MCD-101;MCD-102;MCD-103,no,leon.nakamura58@example.com,2004-07-25
MCD25059,Naveen Zhou,MCD,MCD-101;MCD-102;MCD-103,no,naveen.zhou59@example.com,2006-07-02
MCD25061,Javier Sato,MCD,MCD-101;MCD-102;MCD-103,no,javier.sato61@example.com,2004-09-12
ELS24002,Arjun Sokolov,ELS,ELS-201;ELS-202;ELS-204,no,arjun.sokolov2@example.com,2004-07-26
ELS24004,Amara Dimitrov,ELS,ELS-201;ELS-202;ELS-204,no,amara.dimitrov4@example.com,2003-02-24
ELS24005,Mohammed Dubois,ELS,ELS-201;ELS-202;ELS-204,no,mohammed.dubois5@example.com,2005-05-22
ELS24006,Liam Verma,ELS,ELS-201;ELS-202;ELS-203,no,liam.verma6@example.com,2003-12-22
ELS24007,Mei Zhang,ELS,ELS-201;ELS-202;ELS-203,yes,mei.zhang7@example.com,2005-06-07
ELS24008,Nadia Wagner,ELS,ELS-201;ELS-202;ELS-203,no,nadia.wagner8@example.com,2003-02-12
ELS24009,Adele Hoang,ELS,ELS-201;ELS-202;ELS-204,no,adele.hoang9@example.com,2005-09-14
ELS24010,Tessa Mwangi,ELS,ELS-201;ELS-202;ELS-203,no,tessa.mwangi10@example.com,2004-12-30
ELS24011,Rania Larsen,ELS,ELS-201;ELS-202;ELS-204,no,rania.larsen11@example.com,2003-03-30
ELS24012,Bianca Kamau,ELS,ELS-201;ELS-202;ELS-203,no,bianca.kamau12@example.com,2003-01-06
ELS24013,Hannah Larsen,ELS,ELS-201;ELS-202;ELS-203,no,hannah.larsen13@example.com,2005-02-22
ELS24014,Noah Rao,ELS,ELS-201;ELS-202;ELS-204,no,noah.rao14@example.com,2005-06-27
ELS24015,Lucia Lambert,ELS,ELS-201;ELS-202;ELS-203,no,lucia.lambert15@example.com,2005-10-31
ELS24016,Irene Verma,ELS,ELS-201;ELS-202;ELS-204,no,irene.verma16@example.com,2005-10-03
ELS24017,Wei Wagner,ELS,ELS-201;ELS-202;ELS-203,no,wei.wagner17@example.com,2003-01-25
ELS24018,Kavya Nakamura,ELS,ELS-201;ELS-202;ELS-204,no,kavya.nakamura18@example.com,2004-10-27
ELS24019,Chloe Rao,ELS,ELS-201;ELS-202;ELS-203,no,chloe.rao19@example.com,2004-01-29
ELS24020,Sipho Singh,ELS,ELS-201;ELS-202;ELS-204,no,sipho.singh20@example.com,2004-12-05
ELS24021,Kofi Wang,ELS,ELS-201;ELS-202;ELS-203,no,kofi.wang21@example.com,2005-07-14
ELS24022,Imani Sato,ELS,ELS-201;ELS-202;ELS-203,no,imani.sato22@example.com,2004-07-12
ELS24023,Hiro Alvarez,ELS,ELS-201;ELS-202;ELS-204,no,hiro.alvarez23@example.com,2005-09-28
ELS24024,Paulo Lopez,ELS,ELS-201;ELS-202;ELS-203,no,paulo.lopez24@example.com,2003-02-25
ELS24025,Andrei Barros,ELS,ELS-201;ELS-202;ELS-204,no,andrei.barros25@example.com,2004-07-13
ELS24026,Hiro Garcia,ELS,ELS-201;ELS-202;ELS-204,no,hiro.garcia26@example.com,2003-03-14
ELS24027,Rania Barros,ELS,ELS-201;ELS-202;ELS-204,no,rania.barros27@example.com,2004-02-27
ELS24028,Caleb Nwosu,ELS,ELS-201;ELS-202;ELS-203,no,caleb.nwosu28@example.com,2005-04-29
ELS24029,Javier Kowalski,ELS,ELS-201;ELS-202;ELS-203,no,javier.kowalski29@example.com,2005-08-14
ELS24030,Elena Pereira,ELS,ELS-201;ELS-202;ELS-203,no,elena.pereira30@example.com,2005-02-04
ELS24031,Mateo Andersen,ELS,ELS-201;ELS-202;ELS-203,no,mateo.andersen31@example.com,2003-04-24
ELS24032,Fatima Patel,ELS,ELS-201;ELS-202;ELS-204,no,fatima.patel32@example.com,2003-10-14
ELS24033,Hana Sokolov,ELS,ELS-201;ELS-202;ELS-203,no,hana.sokolov33@example.com,2005-07-12
ELS24034,Lucia Suzuki,ELS,ELS-201;ELS-202;ELS-203,no,lucia.suzuki34@example.com,2004-06-12
ELS24035,Javier Torres,ELS,ELS-201;ELS-202;ELS-203,no,javier.torres35@example.com,2003-10-05
ELS24036,Ananya Moreau,ELS,ELS-201;ELS-202;ELS-203,no,ananya.moreau36@example.com,2005-03-28
ELS24037,Hiro Pereira,ELS,ELS-201;ELS-202;ELS-203,no,hiro.pereira37@example.com,2005-10-01
ELS24038,Yara Singh,ELS,ELS-201;ELS-202;ELS-203,no,yara.singh38@example.com,2003-06-23
ELS24039,Chen Sen,ELS,ELS-201;ELS-202;ELS-204,no,chen.sen39@example.com,2004-10-01
ELS24040,Ibrahim Castillo,ELS,ELS-201;ELS-202;ELS-204,no,ibrahim.castillo40@example.com,2003-11-10
ELS24041,Rahul Lopez,ELS,ELS-201;ELS-202;ELS-203,no,rahul.lopez41@example.com,2004-03-30
ELS24042,Zara Pereira,ELS,ELS-201;ELS-202;ELS-203,no,zara.pereira42@example.com,2003-06-15
ELS24043,Bianca Alvarez,ELS,ELS-201;ELS-202;ELS-204,no,bianca.alvarez43@example.com,2004-03-23
ELS24044,Ananya Haddad,ELS,ELS-201;ELS-202;ELS-203,no,ananya.haddad44@example.com,2003-03-12
ELS24045,Mohammed Varga,ELS,ELS-201;ELS-202;ELS-203,no,mohammed.varga45@example.com,2004-03-21
ELS24046,Sebastian Nwosu,ELS,ELS-201;ELS-202;ELS-204,no,sebastian.nwosu46@example.com,2005-06-29
ELS24047,Julia Kumar,ELS,ELS-201;ELS-202;ELS-203,no,julia.kumar47@example.com,2005-04-10
ELS24048,Ibrahim Chowdhury,ELS,ELS-201;ELS-202;ELS-203,no,ibrahim.chowdhury48@example.com,2004-06-18
ELS24049,Divya Larsen,ELS,ELS-201;ELS-202;ELS-203,no,divya.larsen49@example.com,2003-05-17
ELS24050,Rania Ibrahim,ELS,ELS-201;ELS-202;ELS-204,no,rania.ibrahim50@example.com,2003-03-16
ELS24051,Lucia Reyes,ELS,ELS-201;ELS-202;ELS-203,no,lucia.reyes51@example.com,2004-03-02
ELS24052,Omar Dubois,ELS,ELS-201;ELS-202;ELS-203,no,omar.dubois52@example.com,2004-05-11
ELS24053,Aarav Banerjee,ELS,ELS-201;ELS-202;ELS-204,no,aarav.banerjee53@example.com,2003-08-07
ELS24054,Arjun Walsh,ELS,ELS-201;ELS-202;ELS-204,no,arjun.walsh54@example.com,2003-01-25
ELS24055,Omar Alvarez,ELS,ELS-201;ELS-202;ELS-204,no,omar.alvarez55@example.com,2003-02-15
ELS24057,Imani Gallagher,ELS,ELS-201;ELS-202;ELS-204,no,imani.gallagher57@example.com,2003-07-25
ELS24058,Hiro Yilmaz,ELS,ELS-201;ELS-202;ELS-203,no,hiro.yilmaz58@example.com,2004-04-15
ELS24059,David Kim,ELS,ELS-201;ELS-202;ELS-204,no,david.kim59@example.com,2004-08-09
ELS24060,Paulo Yilmaz,ELS,ELS-201;ELS-202;ELS-203,no,paulo.yilmaz60@example.com,2004-09-25
ELS24061,Jasmine Costa,ELS,ELS-201;ELS-202;ELS-203,no,jasmine.costa61@example.com,2005-01-15
ELS24062,Julia Mensah,ELS,ELS-201;ELS-202;ELS-204,no,julia.mensah62@example.com,2003-02-20
ELS24063,Hana Chandra,ELS,ELS-201;ELS-202;ELS-203,no,hana.chandra63@example.com,2004-04-01
ELS24064,Emma Tran,ELS,ELS-201;ELS-202;ELS-203,no,emma.tran64@example.com,2003-07-09
ELS24065,Mohammed Garcia,ELS,ELS-201;ELS-202;ELS-203,no,mohammed.garcia65@example.com,2004-03-25
ELS24066,Ibrahim Gallagher,ELS,ELS-201;ELS-202;ELS-204,no,ibrahim.gallagher66@example.com,2004-07-29
ELS24067,Nora Dubois,ELS,ELS-201;ELS-202;ELS-204,no,nora.dubois67@example.com,2003-09-24
ELS24068,Gabriel Alvarez,ELS,ELS-201;ELS-202;ELS-204,no,gabriel.alvarez68@example.com,2004-04-03
ELS24069,Lucia Garcia,ELS,ELS-201;ELS-202;ELS-203,no,lucia.garcia69@example.com,2004-03-23
ELS24070,Mateo Iyer,ELS,ELS-201;ELS-202;ELS-204,no,mateo.iyer70@example.com,2005-07-08
ELS24071,Arjun Gallagher,ELS,ELS-201;ELS-202;ELS-203,no,arjun.gallagher71@example.com,2004-05-08
ELS24072,Dara Verma,ELS,ELS-201;ELS-202;ELS-203,no,dara.verma72@example.com,2003-07-13
ELS24073,Mira Iyer,ELS,ELS-201;ELS-202;ELS-204,no,mira.iyer73@example.com,2003-12-20
ELS24074,Felix Suzuki,ELS,ELS-201;ELS-202;ELS-203,no,felix.suzuki74@example.com,2005-11-30
ELS24075,Bianca Haddad,ELS,ELS-201;ELS-202;ELS-204,no,bianca.haddad75@example.com,2004-08-18
ELS24076,Zoe Varga,ELS,ELS-201;ELS-202;ELS-203,no,zoe.varga76@example.com,2003-08-07
ELS25001,Sofia Pereira,ELS,ELS-101;ELS-102;ELS-103,no,sofia.pereira1@example.com,2006-07-28
ELS25002,Nadia Banerjee,ELS,ELS-101;ELS-102;ELS-103,no,nadia.banerjee2@example.com,2006-12-27
ELS25004,Wei Chandra,ELS,ELS-101;ELS-102;ELS-103,no,wei.chandra4@example.com,2004-05-17
ELS25005,Yara Gallagher,ELS,ELS-101;ELS-102;ELS-103,no,yara.gallagher5@example.com,2005-07-11
ELS25006,Lara Wang,ELS,ELS-101;ELS-102;ELS-103,no,lara.wang6@example.com,2004-03-23
ELS25007,Aarav Zhou,ELS,ELS-101;ELS-102;ELS-103,yes,aarav.zhou7@example.com,2004-01-01
ELS25008,Oscar Okafor,ELS,ELS-101;ELS-102;ELS-103,no,oscar.okafor8@example.com,2005-07-12
ELS25009,Sebastian Lopez,ELS,ELS-101;ELS-102;ELS-103,no,sebastian.lopez9@example.com,2004-10-15
ELS25010,Hana Farouk,ELS,ELS-101;ELS-102;ELS-103,no,hana.farouk10@example.com,2006-05-31
ELS25011,Gabriel Sokolov,ELS,ELS-101;ELS-102;ELS-103,no,gabriel.sokolov11@example.com,2005-01-22
ELS25012,Rosa Dubois,ELS,ELS-101;ELS-102;ELS-103,no,rosa.dubois12@example.com,2006-02-04
ELS25013,Amara Larsen,ELS,ELS-101;ELS-102;ELS-103,no,amara.larsen13@example.com,2005-11-18
ELS25014,Kofi Larsen,ELS,ELS-101;ELS-102;ELS-103,no,kofi.larsen14@example.com,2004-03-21
ELS25015,Mei Osei,ELS,ELS-101;ELS-102;ELS-103,no,mei.osei15@example.com,2004-01-12
ELS25016,Arjun Reyes,ELS,ELS-101;ELS-102;ELS-103,no,arjun.reyes16@example.com,2005-01-31
ELS25017,Theo Castillo,ELS,ELS-101;ELS-102;ELS-103,no,theo.castillo17@example.com,2006-03-25
ELS25018,Isaac Suzuki,ELS,ELS-101;ELS-102;ELS-103,no,isaac.suzuki18@example.com,2004-08-26
ELS25019,Farah Gallagher,ELS,ELS-101;ELS-102;ELS-103,no,farah.gallagher19@example.com,2006-01-13
ELS25020,Dara Yilmaz,ELS,ELS-101;ELS-102;ELS-103,no,dara.yilmaz20@example.com,2004-12-26
ELS25021,Theo Kowalski,ELS,ELS-101;ELS-102;ELS-103,no,theo.kowalski21@example.com,2004-09-13
ELS25022,Kofi Lopez,ELS,ELS-101;ELS-102;ELS-103,no,kofi.lopez22@example.com,2004-01-14
ELS25023,Hiro Park,ELS,ELS-101;ELS-102;ELS-103,no,hiro.park23@example.com,2004-11-19
ELS25024,Imani Yilmaz,ELS,ELS-101;ELS-102;ELS-103,no,imani.yilmaz24@example.com,2005-05-03
ELS25025,Mohammed Fischer,ELS,ELS-101;ELS-102;ELS-103,no,mohammed.fischer25@example.com,2004-06-08
ELS25026,Leon Andersen,ELS,ELS-101;ELS-102;ELS-103,no,leon.andersen26@example.com,2006-04-30
ELS25027,Gabriel Iyer,ELS,ELS-101;ELS-102;ELS-103,no,gabriel.iyer27@example.com,2004-10-19
ELS25028,Caleb Mwangi,ELS,ELS-101;ELS-102;ELS-103,no,caleb.mwangi28@example.com,2005-03-04
ELS25029,Anika Novak,ELS,ELS-101;ELS-102;ELS-103,no,anika.novak29@example.com,2004-10-10
ELS25030,Omar Andersen,ELS,ELS-101;ELS-102;ELS-103,no,omar.andersen30@example.com,2004-11-09
ELS25031,Leon Ibrahim,ELS,ELS-101;ELS-102;ELS-103,no,leon.ibrahim31@example.com,2005-04-17
ELS25032,Samir Walsh,ELS,ELS-101;ELS-102;ELS-103,no,samir.walsh32@example.com,2005-04-13
ELS25033,Wei Mahmoud,ELS,ELS-101;ELS-102;ELS-103,no,wei.mahmoud33@example.com,2006-09-29
ELS25034,Ishaan Kamau,ELS,ELS-101;ELS-102;ELS-103,no,ishaan.kamau34@example.com,2004-06-22
ELS25035,Omar Zhou,ELS,ELS-101;ELS-102;ELS-103,no,omar.zhou35@example.com,2004-08-05
ELS25036,Yusuf Oliveira,ELS,ELS-101;ELS-102;ELS-103,no,yusuf.oliveira36@example.com,2004-04-03
ELS25037,Chen Schmidt,ELS,ELS-101;ELS-102;ELS-103,no,chen.schmidt37@example.com,2006-06-07
ELS25038,Mohammed Quinn,ELS,ELS-101;ELS-102;ELS-103,no,mohammed.quinn38@example.com,2004-04-16
ELS25039,Javier Pereira,ELS,ELS-101;ELS-102;ELS-103,no,javier.pereira39@example.com,2005-03-15
ELS25040,Aiko Kaur,ELS,ELS-101;ELS-102;ELS-103,no,aiko.kaur40@example.com,2004-02-29
ELS25041,Bianca Dimitrov,ELS,ELS-101;ELS-102;ELS-103,no,bianca.dimitrov41@example.com,2004-12-08
ELS25042,Ishaan Castillo,ELS,ELS-101;ELS-102;ELS-103,no,ishaan.castillo42@example.com,2004-06-10
ELS25043,Caleb Quinn,ELS,ELS-101;ELS-102;ELS-103,no,caleb.quinn43@example.com,2004-01-10
ELS25044,Javier Kim,ELS,ELS-101;ELS-102;ELS-103,no,javier.kim44@example.com,2004-05-20
ELS25045,Rohan Fischer,ELS,ELS-101;ELS-102;ELS-103,no,rohan.fischer45@example.com,2006-05-19
ELS25046,Jae Andersen,ELS,ELS-101;ELS-102;ELS-103,no,jae.andersen46@example.com,2005-03-10
ELS25047,Sara Nwosu,ELS,ELS-101;ELS-102;ELS-103,no,sara.nwosu47@example.com,2005-09-05
ELS25048,Chloe Wang,ELS,ELS-101;ELS-102;ELS-103,no,chloe.wang48@example.com,2006-04-04
ELS25049,Amara Jansen,ELS,ELS-101;ELS-102;ELS-103,no,amara.jansen49@example.com,2004-11-15
ELS25050,Isaac Petrov,ELS,ELS-101;ELS-102;ELS-103,no,isaac.petrov50@example.com,2005-01-20
ELS25051,Wei Kumar,ELS,ELS-101;ELS-102;ELS-103,no,wei.kumar51@example.com,2004-12-30
ELS25052,Lara Banerjee,ELS,ELS-101;ELS-102;ELS-103,no,lara.banerjee52@example.com,2006-11-03
ELS25054,Adele Bauer,ELS,ELS-101;ELS-102;ELS-103,no,adele.bauer54@example.com,2004-09-19
ELS25055,Samir Rossi,ELS,ELS-101;ELS-102;ELS-103,no,samir.rossi55@example.com,2005-08-29
ELS25056,Joao Mahmoud,ELS,ELS-101;ELS-102;ELS-103,no,joao.mahmoud56@example.com,2006-11-18
ELS25057,Sebastian Kowalski,ELS,ELS-101;ELS-102;ELS-103,no,sebastian.kowalski57@example.com,2006-03-19
ELS25058,David Bauer,ELS,ELS-101;ELS-102;ELS-103,no,david.bauer58@example.com,2004-10-24
ELS25059,Chen Ibrahim,ELS,ELS-101;ELS-102;ELS-103,no,chen.ibrahim59@example.com,2004-03-18
ELS25060,Sipho Jansen,ELS,ELS-101;ELS-102;ELS-103,no,sipho.jansen60@example.com,2004-03-13
ELS25061,Dara Kamau,ELS,ELS-101;ELS-102;ELS-103,no,dara.kamau61@example.com,2005-03-25
ELS25062,Nora Sokolov,ELS,ELS-101;ELS-102;ELS-103,no,nora.sokolov62@example.com,2006-08-12
ELS25063,Naveen Fischer,ELS,ELS-101;ELS-102;ELS-103,no,naveen.fischer63@example.com,2005-05-08
BMG24001,Zoe Iyer,BMG,BMG-201;BMG-202;BMG-204,no,zoe.iyer1@example.com,2003-12-30
BMG24002,Arjun Banerjee,BMG,BMG-201;BMG-202;BMG-203,no,arjun.banerjee2@example.com,2004-08-13
BMG24003,Julia Marino,BMG,BMG-201;BMG-202;BMG-203,no,julia.marino3@example.com,2004-11-21
BMG24004,Mateo Varga,BMG,BMG-201;BMG-202;BMG-204,no,mateo.varga4@example.com,2005-04-23
BMG24005,Paulo Mehta,BMG,BMG-201;BMG-202;BMG-203,no,paulo.mehta5@example.com,2003-08-15
BMG24006,Mei Kaur,BMG,BMG-201;BMG-202;BMG-203,no,mei.kaur6@example.com,2004-05-30
BMG24007,Sakura Fischer,BMG,BMG-201;BMG-202;BMG-203,no,sakura.fischer7@example.com,2004-02-15
BMG24008,Kavya Sen,BMG,BMG-201;BMG-202;BMG-203,no,kavya.sen8@example.com,2004-06-06
BMG24009,Paulo Moreau,BMG,BMG-201;BMG-202;BMG-204,no,paulo.moreau9@example.com,2003-02-02
BMG24010,Uma Petrov,BMG,BMG-201;BMG-202;BMG-204,no,uma.petrov10@example.com,2004-02-08
BMG24011,Julia Chowdhury,BMG,BMG-201;BMG-202;BMG-203,no,julia.chowdhury11@example.com,2004-01-28
BMG24012,Divya Walsh,BMG,BMG-201;BMG-202;BMG-203,no,divya.walsh12@example.com,2005-09-04
BMG24013,Amara Zhou,BMG,BMG-201;BMG-202;BMG-203,no,amara.zhou13@example.com,2004-01-18
BMG24014,Camila Oliveira,BMG,BMG-201;BMG-202;BMG-204,no,camila.oliveira14@example.com,2004-11-12
BMG24015,Paulo Sen,BMG,BMG-201;BMG-202;BMG-203,no,paulo.sen15@example.com,2004-05-31
BMG24016,Zoe Chowdhury,BMG,BMG-201;BMG-202;BMG-204,no,zoe.chowdhury16@example.com,2003-01-31
BMG24017,Victor Costa,BMG,BMG-201;BMG-202;BMG-203,no,victor.costa17@example.com,2005-08-19
BMG24018,Ananya Mwangi,BMG,BMG-201;BMG-202;BMG-203,no,ananya.mwangi18@example.com,2005-09-17
BMG24019,Rhea Pereira,BMG,BMG-201;BMG-202;BMG-204,no,rhea.pereira19@example.com,2005-07-05
BMG24020,Tariq Nair,BMG,BMG-201;BMG-202;BMG-203,no,tariq.nair20@example.com,2004-11-02
BMG24022,Mateo Wagner,BMG,BMG-201;BMG-202;BMG-203,no,mateo.wagner22@example.com,2005-11-27
BMG24023,Sipho Dubois,BMG,BMG-201;BMG-202;BMG-204,no,sipho.dubois23@example.com,2003-03-01
BMG24024,Chen Nair,BMG,BMG-201;BMG-202;BMG-204,no,chen.nair24@example.com,2004-12-11
BMG24025,David Walsh,BMG,BMG-201;BMG-202;BMG-203,no,david.walsh25@example.com,2003-08-30
BMG24026,Fatima Varga,BMG,BMG-201;BMG-202;BMG-203,no,fatima.varga26@example.com,2003-11-15
BMG24027,Yara Adeyemi,BMG,BMG-201;BMG-202;BMG-203,no,yara.adeyemi27@example.com,2003-01-08
BMG24028,Ananya Singh,BMG,BMG-201;BMG-202;BMG-203,no,ananya.singh28@example.com,2005-09-23
BMG24029,Kofi Haddad,BMG,BMG-201;BMG-202;BMG-203,no,kofi.haddad29@example.com,2005-04-09
BMG24030,Felix Hansen,BMG,BMG-201;BMG-202;BMG-203,no,felix.hansen30@example.com,2003-05-24
BMG24031,Kavya Wang,BMG,BMG-201;BMG-202;BMG-203,no,kavya.wang31@example.com,2003-11-05
BMG24032,Leon Garcia,BMG,BMG-201;BMG-202;BMG-204,no,leon.garcia32@example.com,2004-01-08
BMG24033,Isaac Mehta,BMG,BMG-201;BMG-202;BMG-203,no,isaac.mehta33@example.com,2004-11-04
BMG24034,Sakura Abara,BMG,BMG-201;BMG-202;BMG-204,no,sakura.abara34@example.com,2004-09-03
BMG24035,Kofi Dubois,BMG,BMG-201;BMG-202;BMG-203,no,kofi.dubois35@example.com,2005-12-04
BMG24036,Hannah Quinn,BMG,BMG-201;BMG-202;BMG-204,no,hannah.quinn36@example.com,2003-05-19
BMG24037,Kavya Andersen,BMG,BMG-201;BMG-202;BMG-203,no,kavya.andersen37@example.com,2005-01-24
BMG24038,Nora Pereira,BMG,BMG-201;BMG-202;BMG-203,no,nora.pereira38@example.com,2004-12-17
BMG24039,Abena Banerjee,BMG,BMG-201;BMG-202;BMG-204,no,abena.banerjee39@example.com,2004-08-15
BMG24040,Noah Oliveira,BMG,BMG-201;BMG-202;BMG-204,no,noah.oliveira40@example.com,2004-04-07
BMG24041,Lina Marino,BMG,BMG-201;BMG-202;BMG-204,no,lina.marino41@example.com,2003-11-16
BMG24042,Tessa Torres,BMG,BMG-201;BMG-202;BMG-204,no,tessa.torres42@example.com,2003-07-17
BMG24043,Zoe Lambert,BMG,BMG-201;BMG-202;BMG-204,no,zoe.lambert43@example.com,2004-08-31
BMG24044,Hannah Dubois,BMG,BMG-201;BMG-202;BMG-203,no,hannah.dubois44@example.com,2005-12-27
BMG24045,Elena Sokolov,BMG,BMG-201;BMG-202;BMG-204,no,elena.sokolov45@example.com,2004-06-26
BMG24046,Diego Kumar,BMG,BMG-201;BMG-202;BMG-203,no,diego.kumar46@example.com,2004-11-20
BMG24047,Dara Mensah,BMG,BMG-201;BMG-202;BMG-204,no,dara.mensah47@example.com,2004-09-29
BMG24048,Caleb Ibrahim,BMG,BMG-201;BMG-202;BMG-204,no,caleb.ibrahim48@example.com,2005-07-20
BMG24049,Tessa Mahmoud,BMG,BMG-201;BMG-202;BMG-204,no,tessa.mahmoud49@example.com,2005-03-25
BMG24050,Divya Schmidt,BMG,BMG-201;BMG-202;BMG-203,no,divya.schmidt50@example.com,2005-12-11
BMG24051,Alejandro Costa,BMG,BMG-201;BMG-202;BMG-204,no,alejandro.costa51@example.com,2003-11-24
BMG24052,Mateo Castillo,BMG,BMG-201;BMG-202;BMG-203,no,mateo.castillo52@example.com,2005-01-10
BMG24053,Astrid Adeyemi,BMG,BMG-201;BMG-202;BMG-204,no,astrid.adeyemi53@example.com,2005-10-04
BMG24055,Kofi Andersen,BMG,BMG-201;BMG-202;BMG-203,no,kofi.andersen55@example.com,2005-10-29
BMG24056,Noah Marino,BMG,BMG-201;BMG-202;BMG-203,no,noah.marino56@example.com,2004-09-20
BMG24057,Elena Bauer,BMG,BMG-201;BMG-202;BMG-203,no,elena.bauer57@example.com,2003-01-16
BMG24058,Rahul Chandra,BMG,BMG-201;BMG-202;BMG-204,no,rahul.chandra58@example.com,2004-02-11
BMG24059,Uma Farouk,BMG,BMG-201;BMG-202;BMG-203,no,uma.farouk59@example.com,2005-11-29
BMG24060,Ahmed Zhou,BMG,BMG-201;BMG-202;BMG-203,no,ahmed.zhou60@example.com,2003-10-23
BMG24061,Nadia Sen,BMG,BMG-201;BMG-202;BMG-203,no,nadia.sen61@example.com,2004-05-17
BMG24062,Mei Tanaka,BMG,BMG-201;BMG-202;BMG-203,no,mei.tanaka62@example.com,2004-03-24
BMG24063,Jasmine Chowdhury,BMG,BMG-201;BMG-202;BMG-204,no,jasmine.chowdhury63@example.com,2004-11-12
BMG24064,Zoe Alvarez,BMG,BMG-201;BMG-202;BMG-203,yes,zoe.alvarez64@example.com,2003-09-24
BMG24065,Hiro Adeyemi,BMG,BMG-201;BMG-202;BMG-204,no,hiro.adeyemi65@example.com,2004-06-03
BMG24066,Lina Wagner,BMG,BMG-201;BMG-202;BMG-203,no,lina.wagner66@example.com,2003-04-19
BMG24067,Mei Pereira,BMG,BMG-201;BMG-202;BMG-203,no,mei.pereira67@example.com,2003-08-26
BMG24068,Tessa Ibrahim,BMG,BMG-201;BMG-202;BMG-204,no,tessa.ibrahim68@example.com,2005-03-13
BMG24069,Paulo Banerjee,BMG,BMG-201;BMG-202;BMG-203,no,paulo.banerjee69@example.com,2003-12-24
BMG24070,Leila Rossi,BMG,BMG-201;BMG-202;BMG-203,no,leila.rossi70@example.com,2004-02-21
BMG24071,Zoe Banerjee,BMG,BMG-201;BMG-202;BMG-203,no,zoe.banerjee71@example.com,2003-10-16
BMG24072,Gabriel Kumar,BMG,BMG-201;BMG-202;BMG-203,no,gabriel.kumar72@example.com,2004-05-24
BMG24073,Emeka Dimitrov,BMG,BMG-201;BMG-202;BMG-203,no,emeka.dimitrov73@example.com,2005-12-20
